Marca temporal,¿Cuántos años de experiencia en desarrollo de software tiene?,¿Cuál es su nivel de formación académica?,¿Cuál de las siguientes categorías refleja mejor el tipo de estudios que ha realizado?,¿En qué año nació?,¿En qué departamento vive actualmente?,¿Cuál es su nivel de inglés? Marco de referencia Europeo,¿En cuál de los siguientes lenguajes de programación ocupa la mayor parte de su tiempo laboral?,Su modo de trabajo es,"En promedio, ¿Cuántas horas trabaja por semana en su trabajo principal?",¿Para qué tipo de empresa trabaja?,¿Cuánto tiempo lleva trabajando en su trabajo actual? (en meses),¿Cuál es el tipo de contrato que tiene con la empresa dónde ejerce su trabajo principal?,¿A usted le pagan en pesos colombianos (COP) o dólares americanos (USD) en su trabajo principal? Si le pagan en otra moneda seleccione dólares y convierta a la tasa de cambio del día que realizó la encuesta para las próximas preguntas,¿Cuál es la REMUNERACIÓN BASE ANUAL de su trabajo principal? No incluya otras compensaciones como bonos ni stock. Exprese el valor en la moneda seleccionada anteriormente. Sugerencia: use el ingreso total del año anterior sin incluir stock o bonos por desempeño.,¿Cuál es la REMUNERACIÓN TOTAL de su trabajo principal? Incluya otras compensaciones como bonos y stock. Exprese el valor en la moneda seleccionada anteriormente. Sugerencia: use el ingreso total del año anterior incluyendo stock y bonos por desempeño valorados al precio de venta o al final del año.,¿A usted le pagan en pesos colombianos (COP) o dólares americanos (USD) en su trabajo principal? Si le pagan en otra moneda seleccione dólares y convierta a la tasa de cambio del día que realizó la encuesta para las próximas preguntas,¿Cuál es la REMUNERACIÓN BASE ANUAL de su trabajo principal? No incluya otras compensaciones como bonos ni stock. Exprese el valor en la moneda seleccionada anteriormente. Sugerencia: use el ingreso total del año anterior sin incluir stock o bonos por desempeño.,¿Cuál es la REMUNERACIÓN TOTAL de su trabajo principal? Incluya otras compensaciones como bonos y stock. Exprese el valor en la moneda seleccionada anteriormente. Sugerencia: use el ingreso total del año anterior incluyendo stock y bonos por desempeño valorados al precio de venta o al final del año.
17/5/2025 18:30:28,4,Pregrado,"Ciencias sociales (Historia, Sociología, Antropología, Filosofía, Psicología, etc )",1994,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Javascript,Remoto,8,Colombiana con mercado extranjero,10,Laboral,,,,Pesos colombianos (COP),102000000,110000000
17/5/2025 20:19:23,10,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1986,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",C++,Híbrido,40,Extranjera,72,Laboral,,,,Pesos colombianos (COP),26500000,26500000
17/5/2025 20:36:17,5,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2000,Huila,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Python,Remoto,40,Colombiana con mercado nacional,3,Laboral,,,,Pesos colombianos (COP),84000000,84000000
17/5/2025 20:57:17,7,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1998,Antioquia,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Go,Remoto,40,Extranjera,34,Laboral,,,,Pesos colombianos (COP),184800000,200800000
17/5/2025 22:03:53,7,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1993,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",C#,Híbrido,45,Colombiana con mercado extranjero,96,Laboral,,,,Pesos colombianos (COP),84000000,170000000
17/5/2025 22:57:45,5,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1999,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Typescript,Remoto,35,Extranjera,40,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),52000,52000,,,
17/5/2025 23:59:45,7,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1994,Valle del Cauca,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Java,Remoto,45,Colombiana con mercado extranjero,30,Laboral,,,,Pesos colombianos (COP),90720000,108600000
18/5/2025 8:28:57,7,Posgrado,"Ciencias exactas (Matemáticas, Física, Química, etc)",1990,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Python,Remoto,42,Colombiana con mercado nacional,48,Laboral,,,,Pesos colombianos (COP),168000000,200000000
18/5/2025 8:44:03,8,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1991,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Javascript,Remoto,40,Extranjera,4,Laboral,,,,Pesos colombianos (COP),19800000,390000000
18/5/2025 9:15:54,5,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2000,Quindío,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Dart,Remoto,45,Extranjera,30,Laboral,,,,Pesos colombianos (COP),168000000,175000000
18/5/2025 10:24:38,10,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1992,Norte de Santander,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Javascript,Remoto,30,Extranjera,38,Laboral,,,,Pesos colombianos (COP),132000000,132000000
18/5/2025 10:54:30,13,Bachiller,No he realizado ningún estudio formal,1997,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Typescript,Remoto,40,Extranjera,72,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),100000,110000,,,
18/5/2025 11:16:16,4,Bachiller,No he realizado ningún estudio formal,1998,Valle del Cauca,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Go,Remoto,40,Extranjera,2,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),3000,36000,,,
18/5/2025 11:34:56,6,Pregrado,"Administración, Economía, Negocios internacionales, Mercadeo, o similares",1998,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Python,Remoto,50,Extranjera,6,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),60000,75000,,,
18/5/2025 12:00:01,+2,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2000,Atlántico,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Javascript,Presencial,45,Colombiana con mercado nacional,29,Laboral,,,,Pesos colombianos (COP),36300000,42000000
18/5/2025 13:31:54,2,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2000,Cesar,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Typescript,Remoto,35,Extranjera,9,Prestación de servicios/Contractor/Independiente,Pesos colombianos (COP),78000000,78000000,,,
18/5/2025 16:37:13,0,Tecnóloga/o,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1993,Cundinamarca - Bogotá,A1 (Es capaz de comprender y utilizar expresiones cotidianas de uso muy frecuente así como frases sencillas destinadas a satisfacer necesidades de tipo inmediato),Javascript,Presencial,46,Colombiana con mercado nacional,48,Laboral,,,,Pesos colombianos (COP),18720000,19220000
18/5/2025 18:11:32,10,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1987,Cundinamarca - Bogotá,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Java,Remoto,40,Extranjera,36,Laboral,,,,Pesos colombianos (COP),240000000,260000000
19/5/2025 0:20:53,12,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1993,Antioquia,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Java,Remoto,8,Colombiana con mercado nacional,14,Laboral,,,,Pesos colombianos (COP),191000000,191000000
19/5/2025 0:48:37,14,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1990,Antioquia,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Typescript,Remoto,40,Extranjera,18,Laboral,,,,Pesos colombianos (COP),536400000,636400000
19/5/2025 3:50:51,12,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1989,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Typescript,Remoto,40,Extranjera,11,Laboral,,,,Pesos colombianos (COP),228000000,235000000
19/5/2025 8:01:19,6,Bachiller,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",1990,Antioquia,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Javascript,Remoto,30,Extranjera,24,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),28000,30000,,,
19/5/2025 8:03:32,9,Técnica,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1993,Cundinamarca - Bogotá,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Kotlin,Remoto,40,Colombiana con mercado extranjero,9,Laboral,,,,Pesos colombianos (COP),204000000,204000000
19/5/2025 8:26:15,9,Pregrado,"Ciencias exactas (Matemáticas, Física, Química, etc)",1993,Cauca,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Typescript,Remoto,48,Colombiana con mercado extranjero,38,Laboral,,,,Pesos colombianos (COP),252000000,252000000
19/5/2025 8:36:13,4,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1999,Antioquia,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Typescript,Remoto,40,Extranjera,24,Laboral,,,,Pesos colombianos (COP),175955000,219000000
19/5/2025 10:30:59,8,Pregrado,"Administración, Economía, Negocios internacionales, Mercadeo, o similares",1994,Antioquia,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Javascript,Remoto,40,Extranjera,6,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),75000,80000,,,
19/5/2025 12:51:37,5,Posgrado,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",1996,Antioquia,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Javascript,Remoto,40,Colombiana con mercado extranjero,7,Laboral,,,,Pesos colombianos (COP),110000000,110000000
19/5/2025 13:34:09,16.5,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1986,Cundinamarca - Bogotá,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Soy Manager,Híbrido,40,Colombiana con mercado extranjero,31,Laboral,,,,Pesos colombianos (COP),226000000,0
19/5/2025 13:34:51,4,Posgrado,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",1994,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Javascript,Remoto,45,Extranjera,10,Laboral,,,,Pesos colombianos (COP),109200000,109200000
19/5/2025 13:47:57,2,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2002,Atlántico,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",C#,Remoto,40,Colombiana con mercado extranjero,14,Laboral,,,,Pesos colombianos (COP),3200000,58000000
19/5/2025 14:12:10,2,Pregrado,"Ciencias exactas (Matemáticas, Física, Química, etc)",1996,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Javascript,Remoto,40,Colombiana con mercado extranjero,24,Prestación de servicios/Contractor/Independiente,Pesos colombianos (COP),48000000,48000000,,,
19/5/2025 14:39:31,12,Tecnóloga/o,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1993,Cundinamarca - Bogotá,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Javascript,Híbrido,40,Extranjera,13,Laboral,,,,Pesos colombianos (COP),85000000,95000000
19/5/2025 14:56:03,15,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1988,Santander,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",PHP,Remoto,8,Colombiana con mercado nacional,8,Laboral,,,,Pesos colombianos (COP),7000000,98000000
19/5/2025 16:02:10,2,Técnica,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1996,Cesar,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Javascript,Remoto,40,Extranjera,2,Laboral,,,,Dólares americanos (USD),23400,23400
19/5/2025 16:52:19,3,Técnica,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",1995,Antioquia,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Javascript,Remoto,8,Colombiana con mercado nacional,8,Laboral,,,,Pesos colombianos (COP),3500000,3500000
19/5/2025 16:59:51,4,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1997,Cundinamarca - Bogotá,Cero,Javascript,Híbrido,35,Colombiana con mercado nacional,4,Laboral,,,,Pesos colombianos (COP),2300000,2600000
19/5/2025 17:12:21,1,Tecnóloga/o,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1999,Valle del Cauca,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Typescript,Presencial,46,Colombiana con mercado nacional,3,Laboral,,,,Pesos colombianos (COP),2200000,160000
19/5/2025 18:29:54,4,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1995,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Java,Híbrido,45,Extranjera,2,Laboral,,,,Pesos colombianos (COP),96000000,120000000
19/5/2025 18:45:35,2,Tecnóloga/o,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2003,Tolima,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Java,Remoto,40,Colombiana con mercado extranjero,24,Laboral,,,,Pesos colombianos (COP),94000000,100000000
19/5/2025 20:55:08,2,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2002,Boyacá,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Javascript,Híbrido,40,Colombiana con mercado nacional,24,Laboral,,,,Pesos colombianos (COP),30000000,30000000
19/5/2025 20:55:14,17,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1984,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Java,Remoto,40,Colombiana con mercado nacional,36,Laboral,,,,Pesos colombianos (COP),240000000,260000000
19/5/2025 21:23:59,6,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1994,Valle del Cauca,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Typescript,Remoto,40,Extranjera,48,Laboral,,,,Pesos colombianos (COP),202800000,205000000
19/5/2025 21:25:47,8,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1994,Santander,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Javascript,Remoto,40,Colombiana con mercado nacional,18,Laboral,,,,Pesos colombianos (COP),72000000,82000000
19/5/2025 22:46:38,9,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1995,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Javascript,Remoto,40,Extranjera,36,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),55600,56700,,,
19/5/2025 22:58:10,9,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1993,Cesar,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Javascript,Remoto,40,Extranjera,15,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),44.4,44.4,,,
20/5/2025 1:08:19,3,Tecnóloga/o,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1992,Cundinamarca - Bogotá,A1 (Es capaz de comprender y utilizar expresiones cotidianas de uso muy frecuente así como frases sencillas destinadas a satisfacer necesidades de tipo inmediato),Typescript,Remoto,40,Colombiana con mercado nacional,12,Laboral,,,,Pesos colombianos (COP),72000000,100000000
20/5/2025 5:16:50,7,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1991,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Javascript,Remoto,40,Extranjera,12,Laboral,,,,Pesos colombianos (COP),222000000,228000000
20/5/2025 6:35:09,15,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1990,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Kotlin,Híbrido,40,Extranjera,8,Laboral,,,,Pesos colombianos (COP),360000000,418000000
20/5/2025 7:14:35,22,Técnica,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1977,Cundinamarca - Bogotá,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",C#,Remoto,50,Colombiana con mercado extranjero,30,Laboral,,,,Pesos colombianos (COP),18000000,22000000
20/5/2025 7:33:02,18,Técnica,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1986,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Java,Remoto,45,Colombiana con mercado extranjero,8,Laboral,,,,Pesos colombianos (COP),280000000,280000000
20/5/2025 8:03:55,13,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1990,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Go,Híbrido,40,Extranjera,15,Laboral,,,,Pesos colombianos (COP),324000000,374000000
20/5/2025 10:12:20,10,Ninguna,No he realizado ningún estudio formal,1992,Antioquia,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",C++,Remoto,4,Soy independiente (Freelance),32,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),42000,87000,,,
20/5/2025 14:46:19,3,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1999,Caldas,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",C#,Híbrido,40,Colombiana con mercado extranjero,12,Prestación de servicios/Contractor/Independiente,Pesos colombianos (COP),52000000,53000000,,,
20/5/2025 15:14:01,9,Tecnóloga/o,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1998,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Javascript,Remoto,35,Colombiana con mercado extranjero,5,Laboral,,,,Pesos colombianos (COP),300000000,300000000
20/5/2025 15:34:11,15,Pregrado,"Administración, Economía, Negocios internacionales, Mercadeo, o similares",1982,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Ruby,Híbrido,40,Extranjera,9,Laboral,,,,Pesos colombianos (COP),204000000,204000000
20/5/2025 21:12:41,6,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1995,Antioquia,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Typescript,Remoto,40,Extranjera,59,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),7000,84000,,,
21/5/2025 5:27:08,10,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1994,Atlántico,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Python,Remoto,40,Extranjera,5,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),84000,94000,,,
21/5/2025 12:20:14,5,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1991,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Java,Remoto,40,Colombiana con mercado nacional,12,Laboral,,,,Pesos colombianos (COP),60000000,66000000
21/5/2025 15:37:40,15,Técnica,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1983,Cundinamarca - Bogotá,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",C#,Remoto,40,Colombiana con mercado extranjero,10,Laboral,,,,Pesos colombianos (COP),126000000,132000000
21/5/2025 15:40:16,10,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1994,Risaralda,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Typescript,Remoto,40,Extranjera,12,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),144,144000,,,
21/5/2025 17:39:42,11,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1991,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",PHP,Remoto,40,Extranjera,11,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),60000,60000,,,
21/5/2025 17:47:30,15,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1984,Antioquia,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Typescript,Remoto,40,Soy independiente (Freelance),18,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),48000,48000,,,
21/5/2025 17:51:08,10,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1989,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Otro lenguaje de programación,Híbrido,37,Extranjera,40,Laboral,,,,Pesos colombianos (COP),230000000,240000000
21/5/2025 17:53:00,8,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1995,Antioquia,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Javascript,Híbrido,50,Colombiana con mercado extranjero,48,Laboral,,,,Pesos colombianos (COP),114700000,30000000
21/5/2025 18:22:57,10,Técnica,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1991,Antioquia,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Java,Remoto,40,Colombiana con mercado extranjero,32,Laboral,,,,Pesos colombianos (COP),124164000,139480000
21/5/2025 20:53:41,28,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1979,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Python,Híbrido,40,Extranjera,48,Laboral,,,,Pesos colombianos (COP),480000000,800000000
